SalesOrderNumber,OrderDate,ProductKey,SalesTerritoryKey,OrderQuantity,UnitPrice,SalesAmount,TotalProductCost
SO49616,2012-09-04 00:00:00.000,352,8,1,2071.4196,2071.4196,1117.8559
SO49617,2012-09-04 00:00:00.000,358,7,1,2049.0982,2049.0982,1105.81
SO49618,2012-09-04 00:00:00.000,352,9,1,2071.4196,2071.4196,1117.8559
SO49619,2012-09-04 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49620,2012-09-04 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49621,2012-09-04 00:00:00.000,352,9,1,2071.4196,2071.4196,1117.8559
SO49622,2012-09-04 00:00:00.000,352,9,1,2071.4196,2071.4196,1117.8559
SO49623,2012-09-04 00:00:00.000,356,1,1,2071.4196,2071.4196,1117.8559
SO49624,2012-09-04 00:00:00.000,381,9,1,1000.4375,1000.4375,605.6492
SO49625,2012-09-04 00:00:00.000,381,9,1,1000.4375,1000.4375,605.6492
SO49626,2012-09-04 00:00:00.000,377,9,1,2181.5625,2181.5625,1320.6838
SO49627,2012-09-05 00:00:00.000,358,9,1,2049.0982,2049.0982,1105.81
SO49628,2012-09-05 00:00:00.000,362,4,1,2049.0982,2049.0982,1105.81
SO49629,2012-09-05 00:00:00.000,325,4,1,782.99,782.99,486.7066
SO49630,2012-09-05 00:00:00.000,375,9,1,2181.5625,2181.5625,1320.6838
SO49631,2012-09-05 00:00:00.000,354,9,1,2071.4196,2071.4196,1117.8559
SO49632,2012-09-06 00:00:00.000,335,8,1,782.99,782.99,486.7066
SO49633,2012-09-06 00:00:00.000,373,6,1,2181.5625,2181.5625,1320.6838
SO49634,2012-09-06 00:00:00.000,360,9,1,2049.0982,2049.0982,1105.81
SO49635,2012-09-06 00:00:00.000,356,1,1,2071.4196,2071.4196,1117.8559
SO49636,2012-09-06 00:00:00.000,369,9,1,2443.35,2443.35,1518.7864
SO49637,2012-09-07 00:00:00.000,377,10,1,2181.5625,2181.5625,1320.6838
SO49638,2012-09-07 00:00:00.000,385,8,1,1000.4375,1000.4375,605.6492
SO49639,2012-09-07 00:00:00.000,329,7,1,782.99,782.99,486.7066
SO49640,2012-09-07 00:00:00.000,362,8,1,2049.0982,2049.0982,1105.81
SO49641,2012-09-07 00:00:00.000,358,9,1,2049.0982,2049.0982,1105.81
SO49642,2012-09-07 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49643,2012-09-07 00:00:00.000,375,9,1,2181.5625,2181.5625,1320.6838
SO49644,2012-09-07 00:00:00.000,327,9,1,782.99,782.99,486.7066
SO49645,2012-09-08 00:00:00.000,370,7,1,2443.35,2443.35,1518.7864
SO49646,2012-09-08 00:00:00.000,379,7,1,2181.5625,2181.5625,1320.6838
SO49647,2012-09-08 00:00:00.000,368,8,1,2443.35,2443.35,1518.7864
SO49648,2012-09-08 00:00:00.000,383,10,1,1000.4375,1000.4375,605.6492
SO49649,2012-09-08 00:00:00.000,327,10,1,782.99,782.99,486.7066
SO49650,2012-09-08 00:00:00.000,360,10,1,2049.0982,2049.0982,1105.81
SO49651,2012-09-08 00:00:00.000,352,9,1,2071.4196,2071.4196,1117.8559
SO49652,2012-09-08 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49653,2012-09-08 00:00:00.000,352,9,1,2071.4196,2071.4196,1117.8559
SO49654,2012-09-08 00:00:00.000,358,9,1,2049.0982,2049.0982,1105.81
SO49655,2012-09-08 00:00:00.000,356,4,1,2071.4196,2071.4196,1117.8559
SO49656,2012-09-08 00:00:00.000,362,1,1,2049.0982,2049.0982,1105.81
SO49657,2012-09-08 00:00:00.000,341,4,1,782.99,782.99,486.7066
SO49658,2012-09-08 00:00:00.000,337,1,1,782.99,782.99,486.7066
SO49659,2012-09-08 00:00:00.000,352,6,1,2071.4196,2071.4196,1117.8559
SO49660,2012-09-08 00:00:00.000,371,9,1,2181.5625,2181.5625,1320.6838
SO49661,2012-09-08 00:00:00.000,370,9,1,2443.35,2443.35,1518.7864
SO49662,2012-09-08 00:00:00.000,331,9,1,782.99,782.99,486.7066
SO49663,2012-09-08 00:00:00.000,339,9,1,782.99,782.99,486.7066
SO49664,2012-09-09 00:00:00.000,368,10,1,2443.35,2443.35,1518.7864
SO49665,2012-09-09 00:00:00.000,360,7,1,2049.0982,2049.0982,1105.81
SO49666,2012-09-09 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49667,2012-09-09 00:00:00.000,354,9,1,2071.4196,2071.4196,1117.8559
SO49668,2012-09-09 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49669,2012-09-09 00:00:00.000,352,4,1,2071.4196,2071.4196,1117.8559
SO49670,2012-09-09 00:00:00.000,377,9,1,2181.5625,2181.5625,1320.6838
SO49671,2012-09-10 00:00:00.000,373,8,1,2181.5625,2181.5625,1320.6838
SO49672,2012-09-10 00:00:00.000,379,7,1,2181.5625,2181.5625,1320.6838
SO49673,2012-09-10 00:00:00.000,325,10,1,782.99,782.99,486.7066
SO49674,2012-09-10 00:00:00.000,369,4,1,2443.35,2443.35,1518.7864
SO49675,2012-09-10 00:00:00.000,360,7,1,2049.0982,2049.0982,1105.81
SO49676,2012-09-10 00:00:00.000,356,10,1,2071.4196,2071.4196,1117.8559
SO49677,2012-09-10 00:00:00.000,358,9,1,2049.0982,2049.0982,1105.81
SO49678,2012-09-10 00:00:00.000,358,4,1,2049.0982,2049.0982,1105.81
SO49679,2012-09-10 00:00:00.000,329,9,1,782.99,782.99,486.7066
SO49680,2012-09-11 00:00:00.000,370,10,1,2443.35,2443.35,1518.7864
SO49681,2012-09-11 00:00:00.000,379,1,1,2181.5625,2181.5625,1320.6838
SO49682,2012-09-11 00:00:00.000,356,6,1,2071.4196,2071.4196,1117.8559
SO49683,2012-09-11 00:00:00.000,356,4,1,2071.4196,2071.4196,1117.8559
SO49684,2012-09-11 00:00:00.000,370,9,1,2443.35,2443.35,1518.7864
SO49685,2012-09-12 00:00:00.000,373,10,1,2181.5625,2181.5625,1320.6838
SO49686,2012-09-12 00:00:00.000,377,7,1,2181.5625,2181.5625,1320.6838
SO49687,2012-09-12 00:00:00.000,371,7,1,2181.5625,2181.5625,1320.6838
SO49688,2012-09-12 00:00:00.000,362,10,1,2049.0982,2049.0982,1105.81
SO49689,2012-09-12 00:00:00.000,381,1,1,1000.4375,1000.4375,605.6492
SO49690,2012-09-12 00:00:00.000,375,9,1,2181.5625,2181.5625,1320.6838
SO49691,2012-09-12 00:00:00.000,373,9,1,2181.5625,2181.5625,1320.6838
SO49692,2012-09-13 00:00:00.000,375,10,1,2181.5625,2181.5625,1320.6838
SO49693,2012-09-13 00:00:00.000,369,8,1,2443.35,2443.35,1518.7864
SO49694,2012-09-13 00:00:00.000,368,10,1,2443.35,2443.35,1518.7864
SO49695,2012-09-13 00:00:00.000,362,8,1,2049.0982,2049.0982,1105.81
SO49696,2012-09-13 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49697,2012-09-13 00:00:00.000,358,9,1,2049.0982,2049.0982,1105.81
SO49698,2012-09-13 00:00:00.000,354,6,1,2071.4196,2071.4196,1117.8559
SO49699,2012-09-13 00:00:00.000,381,9,1,1000.4375,1000.4375,605.6492
SO49700,2012-09-13 00:00:00.000,375,9,1,2181.5625,2181.5625,1320.6838
SO49701,2012-09-14 00:00:00.000,368,10,1,2443.35,2443.35,1518.7864
SO49702,2012-09-14 00:00:00.000,375,7,1,2181.5625,2181.5625,1320.6838
SO49703,2012-09-14 00:00:00.000,373,7,1,2181.5625,2181.5625,1320.6838
SO49704,2012-09-14 00:00:00.000,377,10,1,2181.5625,2181.5625,1320.6838
SO49705,2012-09-14 00:00:00.000,370,7,1,2443.35,2443.35,1518.7864
SO49706,2012-09-14 00:00:00.000,383,7,1,1000.4375,1000.4375,605.6492
SO49707,2012-09-14 00:00:00.000,371,1,1,2181.5625,2181.5625,1320.6838
SO49708,2012-09-14 00:00:00.000,352,8,1,2071.4196,2071.4196,1117.8559
SO49709,2012-09-14 00:00:00.000,352,9,1,2071.4196,2071.4196,1117.8559
SO49710,2012-09-14 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49711,2012-09-14 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49712,2012-09-14 00:00:00.000,360,4,1,2049.0982,2049.0982,1105.81
SO49713,2012-09-14 00:00:00.000,354,6,1,2071.4196,2071.4196,1117.8559
SO49714,2012-09-14 00:00:00.000,375,9,1,2181.5625,2181.5625,1320.6838
SO49715,2012-09-14 00:00:00.000,325,9,1,782.99,782.99,486.7066
SO49716,2012-09-15 00:00:00.000,377,8,1,2181.5625,2181.5625,1320.6838
SO49717,2012-09-15 00:00:00.000,368,7,1,2443.35,2443.35,1518.7864
SO49718,2012-09-15 00:00:00.000,387,8,1,1000.4375,1000.4375,605.6492
SO49719,2012-09-15 00:00:00.000,327,8,1,782.99,782.99,486.7066
SO49720,2012-09-15 00:00:00.000,358,10,1,2049.0982,2049.0982,1105.81
SO49721,2012-09-15 00:00:00.000,356,10,1,2071.4196,2071.4196,1117.8559
SO49722,2012-09-15 00:00:00.000,352,9,1,2071.4196,2071.4196,1117.8559
SO49723,2012-09-15 00:00:00.000,387,1,1,1000.4375,1000.4375,605.6492
SO49724,2012-09-15 00:00:00.000,356,4,1,2071.4196,2071.4196,1117.8559
SO49725,2012-09-15 00:00:00.000,370,9,1,2443.35,2443.35,1518.7864
SO49726,2012-09-15 00:00:00.000,381,9,1,1000.4375,1000.4375,605.6492
SO49727,2012-09-15 00:00:00.000,325,9,1,782.99,782.99,486.7066
SO49728,2012-09-16 00:00:00.000,368,8,1,2443.35,2443.35,1518.7864
SO49729,2012-09-16 00:00:00.000,387,8,1,1000.4375,1000.4375,605.6492
SO49730,2012-09-16 00:00:00.000,339,10,1,782.99,782.99,486.7066
SO49731,2012-09-16 00:00:00.000,360,7,1,2049.0982,2049.0982,1105.81
SO49732,2012-09-16 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49733,2012-09-16 00:00:00.000,360,9,1,2049.0982,2049.0982,1105.81
SO49734,2012-09-16 00:00:00.000,362,1,1,2049.0982,2049.0982,1105.81
SO49735,2012-09-16 00:00:00.000,343,1,1,782.99,782.99,486.7066
SO49736,2012-09-16 00:00:00.000,331,4,1,782.99,782.99,486.7066
SO49737,2012-09-16 00:00:00.000,385,9,1,1000.4375,1000.4375,605.6492
SO49738,2012-09-16 00:00:00.000,341,9,1,782.99,782.99,486.7066
SO49739,2012-09-17 00:00:00.000,377,1,1,2181.5625,2181.5625,1320.6838
SO49740,2012-09-17 00:00:00.000,354,9,1,2071.4196,2071.4196,1117.8559
SO49741,2012-09-17 00:00:00.000,389,4,1,1000.4375,1000.4375,605.6492
SO49742,2012-09-17 00:00:00.000,331,6,1,782.99,782.99,486.7066
SO49743,2012-09-17 00:00:00.000,368,9,1,2443.35,2443.35,1518.7864
SO49744,2012-09-18 00:00:00.000,389,8,1,1000.4375,1000.4375,605.6492
SO49745,2012-09-18 00:00:00.000,387,10,1,1000.4375,1000.4375,605.6492
SO49746,2012-09-18 00:00:00.000,358,7,1,2049.0982,2049.0982,1105.81
SO49747,2012-09-18 00:00:00.000,356,8,1,2071.4196,2071.4196,1117.8559
SO49748,2012-09-18 00:00:00.000,389,1,1,1000.4375,1000.4375,605.6492
SO49749,2012-09-18 00:00:00.000,327,9,1,782.99,782.99,486.7066
SO49750,2012-09-18 00:00:00.000,329,9,1,782.99,782.99,486.7066
SO49751,2012-09-19 00:00:00.000,368,10,1,2443.35,2443.35,1518.7864
SO49752,2012-09-19 00:00:00.000,360,7,1,2049.0982,2049.0982,1105.81
SO49753,2012-09-19 00:00:00.000,358,9,1,2049.0982,2049.0982,1105.81
SO49754,2012-09-19 00:00:00.000,360,9,1,2049.0982,2049.0982,1105.81
SO49755,2012-09-19 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49756,2012-09-19 00:00:00.000,371,9,1,2181.5625,2181.5625,1320.6838
SO49757,2012-09-20 00:00:00.000,379,10,1,2181.5625,2181.5625,1320.6838
SO49758,2012-09-20 00:00:00.000,331,7,1,782.99,782.99,486.7066
SO49759,2012-09-20 00:00:00.000,389,4,1,1000.4375,1000.4375,605.6492
SO49760,2012-09-20 00:00:00.000,358,6,1,2049.0982,2049.0982,1105.81
SO49761,2012-09-20 00:00:00.000,339,6,1,782.99,782.99,486.7066
SO49762,2012-09-21 00:00:00.000,368,10,1,2443.35,2443.35,1518.7864
SO49763,2012-09-21 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49764,2012-09-21 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49765,2012-09-21 00:00:00.000,354,4,1,2071.4196,2071.4196,1117.8559
SO49766,2012-09-22 00:00:00.000,329,7,1,782.99,782.99,486.7066
SO49767,2012-09-22 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49768,2012-09-22 00:00:00.000,360,1,1,2049.0982,2049.0982,1105.81
SO49769,2012-09-22 00:00:00.000,356,1,1,2071.4196,2071.4196,1117.8559
SO49770,2012-09-22 00:00:00.000,343,6,1,782.99,782.99,486.7066
SO49771,2012-09-22 00:00:00.000,343,4,1,782.99,782.99,486.7066
SO49772,2012-09-22 00:00:00.000,379,9,1,2181.5625,2181.5625,1320.6838
SO49773,2012-09-22 00:00:00.000,343,9,1,782.99,782.99,486.7066
SO49774,2012-09-23 00:00:00.000,358,10,1,2049.0982,2049.0982,1105.81
SO49775,2012-09-23 00:00:00.000,352,9,1,2071.4196,2071.4196,1117.8559
SO49776,2012-09-23 00:00:00.000,331,6,1,782.99,782.99,486.7066
SO49777,2012-09-23 00:00:00.000,335,6,1,782.99,782.99,486.7066
SO49778,2012-09-24 00:00:00.000,369,8,1,2443.35,2443.35,1518.7864
SO49779,2012-09-24 00:00:00.000,369,8,1,2443.35,2443.35,1518.7864
SO49780,2012-09-24 00:00:00.000,373,10,1,2181.5625,2181.5625,1320.6838
SO49781,2012-09-24 00:00:00.000,362,8,1,2049.0982,2049.0982,1105.81
SO49782,2012-09-24 00:00:00.000,325,10,1,782.99,782.99,486.7066
SO49783,2012-09-24 00:00:00.000,343,8,1,782.99,782.99,486.7066
SO49784,2012-09-24 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49785,2012-09-24 00:00:00.000,358,9,1,2049.0982,2049.0982,1105.81
SO49786,2012-09-24 00:00:00.000,362,4,1,2049.0982,2049.0982,1105.81
SO49787,2012-09-24 00:00:00.000,368,9,1,2443.35,2443.35,1518.7864
SO49788,2012-09-24 00:00:00.000,368,9,1,2443.35,2443.35,1518.7864
SO49789,2012-09-24 00:00:00.000,373,9,1,2181.5625,2181.5625,1320.6838
SO49790,2012-09-24 00:00:00.000,329,9,1,782.99,782.99,486.7066
SO49791,2012-09-25 00:00:00.000,370,7,1,2443.35,2443.35,1518.7864
SO49792,2012-09-25 00:00:00.000,343,10,1,782.99,782.99,486.7066
SO49793,2012-09-25 00:00:00.000,352,9,1,2071.4196,2071.4196,1117.8559
SO49794,2012-09-25 00:00:00.000,352,6,1,2071.4196,2071.4196,1117.8559
SO49795,2012-09-25 00:00:00.000,354,4,1,2071.4196,2071.4196,1117.8559
SO49796,2012-09-25 00:00:00.000,337,1,1,782.99,782.99,486.7066
SO49797,2012-09-25 00:00:00.000,329,4,1,782.99,782.99,486.7066
SO49798,2012-09-25 00:00:00.000,375,9,1,2181.5625,2181.5625,1320.6838
SO49799,2012-09-25 00:00:00.000,375,9,1,2181.5625,2181.5625,1320.6838
SO49800,2012-09-25 00:00:00.000,375,9,1,2181.5625,2181.5625,1320.6838
SO49801,2012-09-26 00:00:00.000,375,7,1,2181.5625,2181.5625,1320.6838
SO49802,2012-09-26 00:00:00.000,370,8,1,2443.35,2443.35,1518.7864
SO49803,2012-09-26 00:00:00.000,370,7,1,2443.35,2443.35,1518.7864
SO49804,2012-09-26 00:00:00.000,377,6,1,2181.5625,2181.5625,1320.6838
SO49805,2012-09-26 00:00:00.000,360,9,1,2049.0982,2049.0982,1105.81
SO49806,2012-09-26 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49807,2012-09-26 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49808,2012-09-26 00:00:00.000,354,9,1,2071.4196,2071.4196,1117.8559
SO49809,2012-09-26 00:00:00.000,368,9,1,2443.35,2443.35,1518.7864
SO49810,2012-09-26 00:00:00.000,389,9,1,1000.4375,1000.4375,605.6492
SO49811,2012-09-27 00:00:00.000,375,10,1,2181.5625,2181.5625,1320.6838
SO49812,2012-09-27 00:00:00.000,368,7,1,2443.35,2443.35,1518.7864
SO49813,2012-09-27 00:00:00.000,379,7,1,2181.5625,2181.5625,1320.6838
SO49814,2012-09-27 00:00:00.000,356,7,1,2071.4196,2071.4196,1117.8559
SO49815,2012-09-27 00:00:00.000,362,1,1,2049.0982,2049.0982,1105.81
SO49816,2012-09-27 00:00:00.000,387,4,1,1000.4375,1000.4375,605.6492
SO49817,2012-09-27 00:00:00.000,354,1,1,2071.4196,2071.4196,1117.8559
SO49818,2012-09-27 00:00:00.000,377,9,1,2181.5625,2181.5625,1320.6838
SO49819,2012-09-27 00:00:00.000,368,9,1,2443.35,2443.35,1518.7864
SO49820,2012-09-27 00:00:00.000,371,9,1,2181.5625,2181.5625,1320.6838
SO49895,2012-09-28 00:00:00.000,373,8,1,2181.5625,2181.5625,1320.6838
SO49896,2012-09-28 00:00:00.000,375,7,1,2181.5625,2181.5625,1320.6838
SO49897,2012-09-28 00:00:00.000,371,7,1,2181.5625,2181.5625,1320.6838
SO49898,2012-09-28 00:00:00.000,370,8,1,2443.35,2443.35,1518.7864
SO49899,2012-09-28 00:00:00.000,368,8,1,2443.35,2443.35,1518.7864
SO49900,2012-09-28 00:00:00.000,379,7,1,2181.5625,2181.5625,1320.6838
SO49901,2012-09-28 00:00:00.000,331,7,1,782.99,782.99,486.7066
SO49902,2012-09-28 00:00:00.000,352,8,1,2071.4196,2071.4196,1117.8559
SO49903,2012-09-28 00:00:00.000,329,1,1,782.99,782.99,486.7066
SO49904,2012-09-28 00:00:00.000,341,1,1,782.99,782.99,486.7066
SO49905,2012-09-28 00:00:00.000,385,9,1,1000.4375,1000.4375,605.6492
SO49906,2012-09-29 00:00:00.000,360,4,1,2049.0982,2049.0982,1105.81
SO49907,2012-09-29 00:00:00.000,360,6,1,2049.0982,2049.0982,1105.81
SO49908,2012-09-29 00:00:00.000,358,1,1,2049.0982,2049.0982,1105.81
SO49909,2012-09-29 00:00:00.000,368,10,1,2443.35,2443.35,1518.7864
SO49910,2012-09-29 00:00:00.000,371,4,1,2181.5625,2181.5625,1320.6838
SO49911,2012-09-29 00:00:00.000,358,10,1,2049.0982,2049.0982,1105.81
SO49912,2012-09-29 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49913,2012-09-29 00:00:00.000,358,9,1,2049.0982,2049.0982,1105.81
SO49914,2012-09-29 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49915,2012-09-29 00:00:00.000,354,9,1,2071.4196,2071.4196,1117.8559
SO49916,2012-09-29 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49917,2012-09-29 00:00:00.000,379,9,1,2181.5625,2181.5625,1320.6838
SO49918,2012-09-29 00:00:00.000,385,9,1,1000.4375,1000.4375,605.6492
SO49919,2012-09-30 00:00:00.000,371,8,1,2181.5625,2181.5625,1320.6838
SO49920,2012-09-30 00:00:00.000,387,10,1,1000.4375,1000.4375,605.6492
SO49921,2012-09-30 00:00:00.000,379,1,1,2181.5625,2181.5625,1320.6838
SO49922,2012-09-30 00:00:00.000,360,9,1,2049.0982,2049.0982,1105.81
SO49923,2012-09-30 00:00:00.000,327,9,1,782.99,782.99,486.7066
SO49924,2012-10-01 00:00:00.000,362,6,1,2049.0982,2049.0982,1105.81
SO49925,2012-10-01 00:00:00.000,377,7,1,2181.5625,2181.5625,1320.6838
SO49926,2012-10-01 00:00:00.000,370,7,1,2443.35,2443.35,1518.7864
SO49927,2012-10-01 00:00:00.000,387,7,1,1000.4375,1000.4375,605.6492
SO49928,2012-10-01 00:00:00.000,321,7,1,782.99,782.99,486.7066
SO49929,2012-10-01 00:00:00.000,360,7,1,2049.0982,2049.0982,1105.81
SO49930,2012-10-01 00:00:00.000,360,10,1,2049.0982,2049.0982,1105.81
SO49931,2012-10-01 00:00:00.000,331,1,1,782.99,782.99,486.7066
SO49932,2012-10-01 00:00:00.000,383,1,1,1000.4375,1000.4375,605.6492
SO49933,2012-10-01 00:00:00.000,352,9,1,2071.4196,2071.4196,1117.8559
SO49934,2012-10-01 00:00:00.000,379,9,1,2181.5625,2181.5625,1320.6838
SO49935,2012-10-01 00:00:00.000,321,9,1,782.99,782.99,486.7066
SO49936,2012-10-02 00:00:00.000,360,1,1,2049.0982,2049.0982,1105.81
SO49937,2012-10-02 00:00:00.000,358,4,1,2049.0982,2049.0982,1105.81
SO49938,2012-10-02 00:00:00.000,385,8,1,1000.4375,1000.4375,605.6492
SO49939,2012-10-02 00:00:00.000,360,7,1,2049.0982,2049.0982,1105.81
SO49940,2012-10-02 00:00:00.000,354,10,1,2071.4196,2071.4196,1117.8559
SO49941,2012-10-02 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49942,2012-10-02 00:00:00.000,385,4,1,1000.4375,1000.4375,605.6492
SO49943,2012-10-02 00:00:00.000,383,1,1,1000.4375,1000.4375,605.6492
SO49944,2012-10-02 00:00:00.000,354,9,1,2071.4196,2071.4196,1117.8559
SO49945,2012-10-02 00:00:00.000,389,9,1,1000.4375,1000.4375,605.6492
SO49946,2012-10-03 00:00:00.000,371,10,1,2181.5625,2181.5625,1320.6838
SO49947,2012-10-03 00:00:00.000,385,10,1,1000.4375,1000.4375,605.6492
SO49948,2012-10-03 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49949,2012-10-03 00:00:00.000,387,1,1,1000.4375,1000.4375,605.6492
SO49950,2012-10-03 00:00:00.000,371,9,1,2181.5625,2181.5625,1320.6838
SO49951,2012-10-04 00:00:00.000,360,4,1,2049.0982,2049.0982,1105.81
SO49952,2012-10-04 00:00:00.000,333,1,1,782.99,782.99,486.7066
SO49953,2012-10-04 00:00:00.000,360,9,1,2049.0982,2049.0982,1105.81
SO49954,2012-10-04 00:00:00.000,360,9,1,2049.0982,2049.0982,1105.81
SO49955,2012-10-04 00:00:00.000,360,9,1,2049.0982,2049.0982,1105.81
SO49956,2012-10-04 00:00:00.000,387,9,1,1000.4375,1000.4375,605.6492
SO49957,2012-10-04 00:00:00.000,387,9,1,1000.4375,1000.4375,605.6492
SO49958,2012-10-04 00:00:00.000,368,9,1,2443.35,2443.35,1518.7864
SO49959,2012-10-04 00:00:00.000,368,9,1,2443.35,2443.35,1518.7864
SO49960,2012-10-04 00:00:00.000,375,9,1,2181.5625,2181.5625,1320.6838
SO49961,2012-10-04 00:00:00.000,327,9,1,782.99,782.99,486.7066
SO49962,2012-10-05 00:00:00.000,358,1,1,2049.0982,2049.0982,1105.81
SO49963,2012-10-05 00:00:00.000,370,8,1,2443.35,2443.35,1518.7864
SO49964,2012-10-05 00:00:00.000,377,7,1,2181.5625,2181.5625,1320.6838
SO49965,2012-10-05 00:00:00.000,341,10,1,782.99,782.99,486.7066
SO49966,2012-10-05 00:00:00.000,352,10,1,2071.4196,2071.4196,1117.8559
SO49967,2012-10-05 00:00:00.000,354,8,1,2071.4196,2071.4196,1117.8559
SO49968,2012-10-05 00:00:00.000,354,9,1,2071.4196,2071.4196,1117.8559
SO49969,2012-10-05 00:00:00.000,327,4,1,782.99,782.99,486.7066
SO49970,2012-10-05 00:00:00.000,327,4,1,782.99,782.99,486.7066
SO49971,2012-10-05 00:00:00.000,358,9,1,2049.0982,2049.0982,1105.81
SO49972,2012-10-05 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49973,2012-10-05 00:00:00.000,379,9,1,2181.5625,2181.5625,1320.6838
SO49974,2012-10-05 00:00:00.000,371,9,1,2181.5625,2181.5625,1320.6838
SO49975,2012-10-06 00:00:00.000,370,7,1,2443.35,2443.35,1518.7864
SO49976,2012-10-06 00:00:00.000,375,1,1,2181.5625,2181.5625,1320.6838
SO49977,2012-10-06 00:00:00.000,377,1,1,2181.5625,2181.5625,1320.6838
SO49978,2012-10-06 00:00:00.000,352,8,1,2071.4196,2071.4196,1117.8559
SO49979,2012-10-06 00:00:00.000,352,10,1,2071.4196,2071.4196,1117.8559
SO49980,2012-10-06 00:00:00.000,358,9,1,2049.0982,2049.0982,1105.81
SO49981,2012-10-06 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49982,2012-10-06 00:00:00.000,383,4,1,1000.4375,1000.4375,605.6492
SO49983,2012-10-06 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49984,2012-10-06 00:00:00.000,383,9,1,1000.4375,1000.4375,605.6492
SO49985,2012-10-07 00:00:00.000,360,7,1,2049.0982,2049.0982,1105.81
SO49986,2012-10-07 00:00:00.000,362,6,1,2049.0982,2049.0982,1105.81
SO49987,2012-10-07 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49988,2012-10-07 00:00:00.000,362,9,1,2049.0982,2049.0982,1105.81
SO49989,2012-10-07 00:00:00.000,358,9,1,2049.0982,2049.0982,1105.81
SO49990,2012-10-07 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO49991,2012-10-08 00:00:00.000,356,1,1,2071.4196,2071.4196,1117.8559
SO49992,2012-10-08 00:00:00.000,358,1,1,2049.0982,2049.0982,1105.81
SO49993,2012-10-08 00:00:00.000,369,8,1,2443.35,2443.35,1518.7864
SO49994,2012-10-08 00:00:00.000,379,8,1,2181.5625,2181.5625,1320.6838
SO49995,2012-10-08 00:00:00.000,331,10,1,782.99,782.99,486.7066
SO49996,2012-10-08 00:00:00.000,362,8,1,2049.0982,2049.0982,1105.81
SO49997,2012-10-08 00:00:00.000,356,8,1,2071.4196,2071.4196,1117.8559
SO49998,2012-10-08 00:00:00.000,362,10,1,2049.0982,2049.0982,1105.81
SO49999,2012-10-08 00:00:00.000,385,1,1,1000.4375,1000.4375,605.6492
SO50000,2012-10-08 00:00:00.000,352,1,1,2071.4196,2071.4196,1117.8559
SO50001,2012-10-08 00:00:00.000,352,9,1,2071.4196,2071.4196,1117.8559
SO50002,2012-10-08 00:00:00.000,368,9,1,2443.35,2443.35,1518.7864
SO50003,2012-10-08 00:00:00.000,337,9,1,782.99,782.99,486.7066
SO50004,2012-10-09 00:00:00.000,354,1,1,2071.4196,2071.4196,1117.8559
SO50005,2012-10-09 00:00:00.000,371,8,1,2181.5625,2181.5625,1320.6838
SO50006,2012-10-09 00:00:00.000,333,8,1,782.99,782.99,486.7066
SO50007,2012-10-09 00:00:00.000,354,9,1,2071.4196,2071.4196,1117.8559
SO50008,2012-10-09 00:00:00.000,356,9,1,2071.4196,2071.4196,1117.8559
SO50009,2012-10-09 00:00:00.000,389,9,1,1000.4375,1000.4375,605.6492
SO50010,2012-10-09 00:00:00.000,369,9,1,2443.35,2443.35,1518.7864
SO50011,2012-10-10 00:00:00.000,358,1,1,2049.0982,2049.0982,1105.81
SO50012,2012-10-10 00:00:00.000,358,1,1,2049.0982,2049.0982,1105.81
SO50013,2012-10-10 00:00:00.000,379,10,1,2181.5625,2181.5625,1320.6838
SO50014,2012-10-10 00:00:00.000,369,8,1,2443.35,2443.35,1518.7864
SO50015,2012-10-10 00:00:00.000,381,8,1,1000.4375,1000.4375,605.6492
